news_id,date,headline,event_type,affected_city,sentiment_score,sentiment_label,disruption_signal
NEWS0400,2021-05-12,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.845,Highly Negative,1
NEWS0401,2023-04-03,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.794,Highly Negative,1
NEWS0402,2021-10-29,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.708,Highly Positive,0
NEWS0403,2022-01-01,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.587,Positive,0
NEWS0404,2023-06-07,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.695,Highly Positive,0
NEWS0405,2021-10-03,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.613,Highly Negative,1
NEWS0406,2021-03-03,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.748,Highly Negative,1
NEWS0407,2021-07-12,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.852,Highly Negative,1
NEWS0408,2024-03-04,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.748,Highly Negative,1
NEWS0409,2022-12-09,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.66,Highly Negative,1
NEWS0410,2023-03-24,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.928,Highly Negative,1
NEWS0411,2021-02-19,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.824,Highly Negative,1
NEWS0412,2023-04-18,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.602,Highly Negative,1
NEWS0413,2021-03-18,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.614,Highly Positive,0
NEWS0414,2023-04-19,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.665,Highly Positive,0
NEWS0415,2023-05-16,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.849,Highly Negative,1
NEWS0416,2023-05-27,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.71,Highly Negative,1
NEWS0417,2022-07-15,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.799,Highly Negative,1
NEWS0418,2023-10-15,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.53,Negative,1
NEWS0419,2023-07-13,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.424,Negative,1
NEWS0420,2023-06-07,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.987,Highly Negative,1
NEWS0421,2023-02-07,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.941,Highly Negative,1
NEWS0422,2023-10-25,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.805,Highly Negative,1
NEWS0423,2021-12-26,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.871,Highly Negative,1
NEWS0424,2023-07-16,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.947,Highly Negative,1
NEWS0425,2022-10-11,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.864,Highly Negative,1
NEWS0426,2021-05-13,Normal supply chain operations resume after festival season,Normal,Pan-India,0.742,Highly Positive,0
NEWS0427,2024-01-29,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.923,Highly Negative,1
NEWS0428,2022-10-20,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.608,Highly Positive,0
NEWS0429,2023-07-02,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.772,Highly Positive,0
NEWS0430,2023-05-17,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.561,Negative,1
NEWS0431,2024-02-01,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.615,Highly Negative,1
NEWS0432,2024-03-13,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.901,Highly Negative,1
NEWS0433,2023-12-22,Normal supply chain operations resume after festival season,Normal,Pan-India,0.687,Highly Positive,0
NEWS0434,2022-06-09,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.544,Negative,1
NEWS0435,2022-07-13,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-1.0,Highly Negative,1
NEWS0436,2021-05-18,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.657,Highly Negative,1
NEWS0437,2023-12-09,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.555,Negative,1
NEWS0438,2022-12-02,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.604,Highly Negative,1
NEWS0439,2022-06-18,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.72,Highly Positive,0
NEWS0440,2022-02-05,Normal supply chain operations resume after festival season,Normal,Pan-India,0.563,Positive,0
NEWS0441,2021-01-22,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.385,Negative,0
NEWS0442,2022-01-17,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.577,Negative,1
NEWS0443,2021-04-13,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.802,Highly Negative,1
NEWS0444,2024-02-10,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.672,Highly Negative,1
NEWS0445,2023-05-09,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.78,Highly Negative,1
NEWS0446,2024-01-01,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.533,Negative,1
NEWS0447,2023-07-22,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.726,Highly Positive,0
NEWS0448,2023-07-01,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.426,Negative,1
NEWS0449,2023-03-28,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.736,Highly Positive,0
NEWS0450,2021-05-25,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.636,Highly Negative,1
NEWS0451,2021-05-28,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.983,Highly Negative,1
NEWS0452,2022-06-27,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.926,Highly Negative,1
NEWS0453,2021-12-05,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.788,Highly Negative,1
NEWS0454,2022-04-24,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.82,Highly Negative,1
NEWS0455,2023-11-09,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.877,Highly Negative,1
NEWS0456,2021-02-11,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.8,Highly Negative,1
NEWS0457,2021-01-14,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.892,Highly Negative,1
NEWS0458,2023-10-12,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.951,Highly Negative,1
NEWS0459,2023-12-29,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.704,Highly Positive,0
NEWS0460,2023-03-21,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.772,Highly Negative,1
NEWS0461,2024-01-11,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.641,Highly Negative,1
NEWS0462,2022-08-14,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.804,Highly Positive,0
NEWS0463,2022-07-16,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.72,Highly Positive,0
NEWS0464,2023-09-28,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.624,Highly Negative,1
NEWS0465,2024-01-14,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.758,Highly Negative,1
NEWS0466,2024-03-14,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.816,Highly Positive,0
NEWS0467,2021-10-30,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.905,Highly Negative,1
NEWS0468,2023-12-13,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.66,Highly Negative,1
NEWS0469,2024-03-30,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.785,Highly Negative,1
NEWS0470,2021-02-08,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.918,Highly Negative,1
NEWS0471,2023-01-22,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.46,Negative,1
NEWS0472,2023-03-06,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.759,Highly Positive,0
NEWS0473,2022-12-25,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.996,Highly Negative,1
NEWS0474,2023-11-04,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.754,Highly Positive,0
NEWS0475,2021-03-27,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.373,Negative,0
NEWS0476,2024-03-28,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.841,Highly Negative,1
NEWS0477,2022-10-25,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.762,Highly Negative,1
NEWS0478,2021-12-11,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.667,Highly Positive,0
NEWS0479,2021-12-19,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.799,Highly Negative,1
NEWS0480,2022-02-13,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.71,Highly Negative,1
NEWS0481,2023-07-17,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.551,Negative,1
NEWS0482,2022-10-11,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.78,Highly Negative,1
NEWS0483,2024-01-02,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.632,Highly Negative,1
NEWS0484,2023-10-15,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.841,Highly Negative,1
NEWS0485,2023-12-20,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.955,Highly Negative,1
NEWS0486,2021-10-02,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.729,Highly Positive,0
NEWS0487,2023-10-30,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.646,Highly Negative,1
NEWS0488,2022-02-28,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.415,Negative,1
NEWS0489,2021-06-03,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.52,Negative,1
NEWS0490,2022-09-24,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.688,Highly Negative,1
NEWS0491,2022-10-01,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.656,Highly Negative,1
NEWS0492,2022-05-07,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.749,Highly Positive,0
NEWS0493,2023-08-21,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.656,Highly Positive,0
NEWS0494,2022-08-03,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.831,Highly Negative,1
NEWS0495,2021-03-04,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.475,Negative,1
NEWS0496,2021-11-03,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.856,Highly Positive,0
NEWS0497,2023-12-18,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.692,Highly Negative,1
NEWS0498,2021-03-13,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.754,Highly Positive,0
NEWS0499,2021-01-03,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.929,Highly Negative,1
NEWS0500,2022-04-27,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.467,Negative,1
NEWS0501,2022-05-26,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.503,Negative,1
NEWS0502,2022-08-07,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.871,Highly Negative,1
NEWS0503,2021-07-21,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.571,Negative,1
NEWS0504,2024-04-05,Normal supply chain operations resume after festival season,Normal,Pan-India,0.744,Highly Positive,0
NEWS0505,2024-01-10,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.891,Highly Negative,1
NEWS0506,2023-06-06,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.447,Negative,1
NEWS0507,2022-10-10,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.686,Highly Negative,1
NEWS0508,2021-01-30,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.889,Highly Positive,0
NEWS0509,2021-10-01,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.616,Highly Negative,1
NEWS0510,2021-01-20,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.92,Highly Negative,1
NEWS0511,2022-05-15,Normal supply chain operations resume after festival season,Normal,Pan-India,0.68,Highly Positive,0
NEWS0512,2021-11-04,Normal supply chain operations resume after festival season,Normal,Pan-India,0.605,Highly Positive,0
NEWS0513,2023-01-07,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.768,Highly Negative,1
NEWS0514,2022-04-12,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.888,Highly Negative,1
NEWS0515,2021-03-27,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.768,Highly Negative,1
NEWS0516,2022-05-21,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.96,Highly Negative,1
NEWS0517,2023-02-06,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.901,Highly Negative,1
NEWS0518,2023-10-02,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.873,Highly Negative,1
NEWS0519,2023-05-21,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.422,Negative,1
NEWS0520,2024-03-02,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.68,Highly Positive,0
NEWS0521,2023-12-27,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.799,Highly Positive,0
NEWS0522,2022-01-24,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.788,Highly Positive,0
NEWS0523,2022-11-14,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.476,Negative,1
NEWS0524,2022-08-29,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.849,Highly Negative,1
NEWS0525,2022-11-15,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.655,Highly Negative,1
NEWS0526,2023-10-08,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.66,Highly Positive,0
NEWS0527,2022-08-04,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.494,Negative,1
NEWS0528,2021-08-08,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.789,Highly Negative,1
NEWS0529,2022-02-02,Normal supply chain operations resume after festival season,Normal,Pan-India,0.586,Positive,0
NEWS0530,2022-10-13,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.863,Highly Negative,1
NEWS0531,2023-12-14,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.697,Highly Negative,1
NEWS0532,2023-09-05,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.947,Highly Negative,1
NEWS0533,2023-10-05,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.69,Highly Negative,1
NEWS0534,2023-06-17,"Fuel tanker drivers go on strike, fuel shortage looms",Strike,Pan-India,-0.818,Highly Negative,1
NEWS0535,2021-06-07,Normal supply chain operations resume after festival season,Normal,Pan-India,0.699,Highly Positive,0
NEWS0536,2021-04-08,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.607,Highly Negative,1
NEWS0537,2021-10-10,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.849,Highly Negative,1
NEWS0538,2021-04-17,E-commerce surge boosts last-mile delivery efficiency,Positive,Pan-India,0.778,Highly Positive,0
NEWS0539,2022-05-30,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.883,Highly Negative,1
NEWS0540,2024-03-06,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.448,Negative,1
NEWS0541,2023-01-22,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.683,Highly Negative,1
NEWS0542,2021-11-22,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.562,Negative,1
NEWS0543,2024-03-06,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.946,Highly Negative,1
NEWS0544,2022-01-14,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.802,Highly Negative,1
NEWS0545,2021-02-12,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.512,Negative,1
NEWS0546,2023-08-16,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.938,Highly Negative,1
NEWS0547,2022-12-17,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.853,Highly Positive,0
NEWS0548,2023-11-03,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.813,Highly Positive,0
NEWS0549,2022-09-28,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.675,Highly Positive,0
NEWS0550,2023-03-02,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.677,Highly Positive,0
NEWS0551,2023-07-05,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.921,Highly Negative,1
NEWS0552,2021-06-23,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.585,Negative,1
NEWS0553,2021-08-11,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.501,Negative,1
NEWS0554,2021-08-28,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.642,Highly Positive,0
NEWS0555,2022-02-17,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.902,Highly Negative,1
NEWS0556,2023-10-13,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.766,Highly Positive,0
NEWS0557,2021-12-17,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.541,Negative,1
NEWS0558,2022-11-12,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.796,Highly Negative,1
NEWS0559,2021-09-22,Normal supply chain operations resume after festival season,Normal,Pan-India,0.598,Positive,0
NEWS0560,2022-04-25,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.601,Highly Negative,1
NEWS0561,2023-06-29,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.734,Highly Negative,1
NEWS0562,2022-02-26,"Coal shortage hits power plants, industrial supply chains affected",Shortage,Pan-India,-0.707,Highly Negative,1
NEWS0563,2021-09-14,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.792,Highly Negative,1
NEWS0564,2024-01-20,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.452,Negative,1
NEWS0565,2023-02-17,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.793,Highly Negative,1
NEWS0566,2021-02-13,Power cuts hit Bangalore's tech manufacturing supply chain,Infrastructure,Bangalore,-0.56,Negative,1
NEWS0567,2021-12-03,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.612,Highly Negative,1
NEWS0568,2023-01-12,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.739,Highly Negative,1
NEWS0569,2023-01-06,Indian Railways improves freight capacity by 15%,Positive,Pan-India,0.65,Highly Positive,0
NEWS0570,2021-04-20,COVID lockdown disrupts manufacturing supply chains in Chennai,Pandemic,Chennai,-0.998,Highly Negative,1
NEWS0571,2021-08-12,"Union Budget boosts infrastructure spend, logistics to improve",Positive,Pan-India,0.819,Highly Positive,0
NEWS0572,2022-09-06,GST implementation causes temporary supply chain delays,Policy,Pan-India,-0.469,Negative,1
NEWS0573,2022-03-04,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.784,Highly Negative,1
NEWS0574,2024-04-02,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.847,Highly Negative,1
NEWS0575,2023-04-01,Demonetization causes cash-flow disruption in SME supply chains,Economic,Pan-India,-0.746,Highly Negative,1
NEWS0576,2021-12-10,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.919,Highly Negative,1
NEWS0577,2023-03-07,New highway connects Pune to Mumbai reducing delivery time,Positive,Pune,0.858,Highly Positive,0
NEWS0578,2021-06-01,Maharashtra floods damage key warehouses in Pune,Flood,Pune,-0.841,Highly Negative,1
NEWS0579,2021-09-09,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.949,Highly Negative,1
NEWS0580,2024-04-03,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.685,Highly Negative,1
NEWS0581,2022-06-30,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.576,Negative,1
NEWS0582,2022-07-08,Steel plant workers strike halts Tata Steel supply,Strike,Jaipur,-0.857,Highly Negative,1
NEWS0583,2021-07-01,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.88,Highly Negative,1
NEWS0584,2022-03-02,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.538,Negative,1
NEWS0585,2023-05-18,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.572,Negative,1
NEWS0586,2023-12-03,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.979,Highly Negative,1
NEWS0587,2021-09-08,Truck drivers strike disrupts highway logistics across North India,Strike,Delhi,-0.873,Highly Negative,1
NEWS0588,2023-10-11,Farmers protest blocks NH-44 affecting supply from Punjab to Delhi,Road Blockage,Delhi,-0.829,Highly Negative,1
NEWS0589,2021-07-04,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.884,Highly Negative,1
NEWS0590,2023-05-02,Flash floods in Hyderabad disrupt warehousing and freight movement,Flood,Hyderabad,-0.818,Highly Negative,1
NEWS0591,2022-04-06,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.828,Highly Negative,1
NEWS0592,2021-11-10,Border tensions with Nepal affect trade routes in Bihar,Geopolitical,Kolkata,-0.729,Highly Negative,1
NEWS0593,2021-03-30,New logistics policy to reduce supply chain inefficiencies,Positive,Pan-India,0.684,Highly Positive,0
NEWS0594,2023-11-25,Petrol prices hike increases logistics cost by 12% across India,Economic,Pan-India,-0.564,Negative,1
NEWS0595,2021-08-20,Dense fog disrupts air and road freight in North India winters,Weather,Delhi,-0.504,Negative,1
NEWS0596,2023-11-15,Rail freight disruption in Kolkata due to cyclone Amphan aftermath,Cyclone,Kolkata,-0.907,Highly Negative,1
NEWS0597,2023-02-18,"Heavy monsoon floods hit Mumbai, cargo movement halted",Flood,Mumbai,-0.823,Highly Negative,1
NEWS0598,2021-08-24,Cyclone Tauktae disrupts Gujarat port and road connectivity,Cyclone,Ahmedabad,-0.935,Highly Negative,1
NEWS0599,2023-12-10,Truck overloading ban causes shortage of vehicles on highways,Policy,Pan-India,-0.637,Highly Negative,1
NEWS0600,2022-04-22,Heatwave in Rajasthan affects perishable goods transportation,Weather,Jaipur,-0.683,Highly Negative,1
